time,term,selected_cui,searched_cui
2017-10-19T01:58:16.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:20.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:27.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:30.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:31.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:35.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:39.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:40.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:44.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:45.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:50.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:52.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:55.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:57.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:58:59.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:01.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:05.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:08.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:12.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:14.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:16.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:19.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:24.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:27.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:29.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:31.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:34.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:36.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:38.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:40.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:41.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:43.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:45.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:48.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:50.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:52.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:53.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:57.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:59:59.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:00.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:06.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:07.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:09.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:11.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:14.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:16.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:17.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:19.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:00:22.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
